Nombre,Grupo,Perfil,Habilitado,Acción,Invalidar,Programa,Dirección local,Dirección remota,Protocolo,Puerto local,Puerto remoto,Usuarios permitidos,Equipos permitidos,,,,,,,,,,,,,,,,
Detección de redes (WSD de entrada),Detección de redes,Dominio, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,3702,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Dispositivos portátiles inalámbricos (SSDP de entrada),Dispositivos portátiles inalámbricos,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Dispositivos portátiles inalámbricos (UPnP de entrada),Dispositivos portátiles inalámbricos,Todo,No,Permitir,No,System,Cualquiera,Subred local,TCP,2869,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Enrutamiento y acceso remoto (GRE de entrada),Enrutamiento y acceso remoto,Todo,No,Permitir,No,System,Cualquiera,Cualquiera,GRE,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Enrutamiento y acceso remoto (L2TP de entrada),Enrutamiento y acceso remoto,Todo,No,Permitir,No,System,Cualquiera,Cualquiera,UDP,1701,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Enrutamiento y acceso remoto (PPTP de entrada),Enrutamiento y acceso remoto,Todo,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,1723,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Escritorio remoto (TCP de entrada),Escritorio remoto,Todo,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,3389,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Escritorio remoto: RemoteFX (TCP de entrada),Escritorio remoto: RemoteFX,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,3389,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Remote Desktop - RemoteFX (UDP-In),Escritorio remoto: RemoteFX,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,3389,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Google Chrome (tráfico mDNS entrante),Google Chrome,Todo,Sí,Permitir,No,C:\Program Files\Google\Chrome\Application\chrome.exe,Cualquiera,Cualquiera,UDP,5353,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Grupo Hogar entrante,Grupo Hogar,Privado,Sí,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Subred local,TCP,3587,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Grupo Hogar entrante (PNRP),Grupo Hogar,Privado,Sí,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Subred local,UDP,3540,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Instrumental de administración de Windows (ASync de entrada),Instrumental de administración de Windows (WMI),Dominio,No,Permitir,No,%systemroot%\system32\wbem\unsecapp.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Instrumental de administración de Windows (ASync de entrada),Instrumental de administración de Windows (WMI),Privado, Público,No,Permitir,No,%systemroot%\system32\wbem\unsecapp.exe,Cualquiera,Subred local,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Instrumental de administración de Windows (DCOM de entrada),Instrumental de administración de Windows (WMI),Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,135,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Instrumental de administración de Windows (DCOM de entrada),Instrumental de administración de Windows (WMI),Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,135,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Instrumental de administración de Windows (WMI de entrada),Instrumental de administración de Windows (WMI),Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Instrumental de administración de Windows (WMI de entrada),Instrumental de administración de Windows (WMI),Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Media Center Extenders - qWave (TCP de entrada),Media Center Extenders,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Media Center Extenders - qWave (UDP de entrada),Media Center Extenders,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Media Center Extenders - RTSP (TCP de entrada),Media Center Extenders,Todo,No,Permitir,No,%SystemRoot%\ehome\ehshell.exe,Cualquiera,Subred local,TCP,554,8554,8555,8556,8557,8558,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,
Media Center Extenders - SSDP (UDP de entrada),Media Center Extenders,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Media Center Extenders - Transmisión por secuencias de HTTP (TCP de entrada),Media Center Extenders,Todo,No,Permitir,No,System,Cualquiera,Subred local,TCP,10244,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Media Center Extenders - Transmisión por secuencias de multimedia (TCP de entrada),Media Center Extenders,Todo,No,Permitir,No,System,Cualquiera,Subred local,TCP,2869,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP de entrada),Media Center Extenders,Todo,No,Permitir,No,%SystemRoot%\ehome\ehshell.exe,Cualquiera,Subred local,UDP,7777,7778,7779,7780,7781,5004,5005,50004,50005,50006,50007,50008,50009,50010,50011,50012,50013,Cualquiera,Cualquiera,Cualquiera
Media Center Extenders - XSP (TCP de entrada),Media Center Extenders,Todo,No,Permitir,No,System,Cualquiera,Subred local,TCP,3390,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Microsoft Edge (mDNS-In),Microsoft Edge,Todo,Sí,Permitir,No,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,Cualquiera,Cualquiera,UDP,5353,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Wireless PAN DHCP Server,MyWiFiDHCPDNS,Todo,Sí,Permitir,No,C:\Program Files\Intel\WiFi\bin\PanDhcpDns.exe,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Protocolo de túnel de sockets seguros (SSTP de entrada),Protocolo de túnel de sockets seguros,Todo,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,443,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: anuncio de detección de vecinos (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: anuncio de enrutador (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,fe80::/64,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: consulta de escucha de multidifusión (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Subred local,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: destino inaccesible (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: destino inaccesible fragmentación necesaria (ICMPv4 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv4,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: escucha de multidifusión finalizada (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Subred local,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: informe de escucha de multidifusión (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Subred local,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: informe de escucha de multidifusión v2 (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Subred local,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: IPHTTPS (TCP de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,TCP,IPHTTPS,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: IPv6 (IPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,IPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: paquete demasiado grande (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: problema de parámetro (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: Protocolo de administración de grupo de Internet (IGMP de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,IGMP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: Protocolo de configuración dinámica de host (DHCP de entrada),Redes principales,Todo,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,68,67,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: Protocolo de configuración dinámica de host para IPv6 (DHCPV6 de entrada),Redes principales,Todo,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,546,547,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: solicitud de detección de vecinos (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: solicitud de enrutador (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: Teredo (UDP de entrada),Redes principales,Todo,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,Cruce seguro del perímetro,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Redes principales: tiempo superado (ICMPv6 de entrada),Redes principales,Todo,Sí,Permitir,No,System,Cualquiera,Cualquiera,ICMPv6,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Registros y alertas de rendimiento (DCOM de entrada),Registros y alertas de rendimiento,Dominio,No,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,135,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Registros y alertas de rendimiento (DCOM de entrada),Registros y alertas de rendimiento,Privado, Público,No,Permitir,No,%systemroot%\system32\svchost.exe,Cualquiera,Subred local,TCP,135,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Registros y alertas de rendimiento (TCP de entrada),Registros y alertas de rendimiento,Dominio,No,Permitir,No,%systemroot%\system32\plasrv.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Registros y alertas de rendimiento (TCP de entrada),Registros y alertas de rendimiento,Privado, Público,No,Permitir,No,%systemroot%\system32\plasrv.exe,Cualquiera,Subred local,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Reproductor de Windows Media (UDP de entrada),Reproductor de Windows Media,Dominio, Público,No,Permitir,No,%ProgramFiles%\Windows Media Player\wmplayer.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Reproductor de Windows Media (UDP de entrada),Reproductor de Windows Media,Privado,Sí,Permitir,No,%ProgramFiles%\Windows Media Player\wmplayer.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Reproductor de Windows Media x86 (UDP de entrada),Reproductor de Windows Media,Dominio, Público,No,Permitir,No,%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Reproductor de Windows Media x86 (UDP de entrada),Reproductor de Windows Media,Privado,Sí,Permitir,No,%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de administración de claves (TCP de entrada),Servicio de administración de claves,Dominio,No,Permitir,No,%SystemRoot%\system32\sppsvc.exe,Cualquiera,Cualquiera,TCP,1688,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de administración de claves (TCP de entrada),Servicio de administración de claves,Privado, Público,No,Permitir,No,%SystemRoot%\system32\sppsvc.exe,Cualquiera,Subred local,TCP,1688,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Servicio de Net Logon (NP de entrada),Servicio de Net Logon,Todo,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,445,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de registro de nombres de equipo de Windows Collaboration (PNRP de entrada),Servicio de registro de nombres de equipo de Windows Collaboration,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,3540,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de registro de nombres de equipo de Windows Collaboration (SSDP de entrada),Servicio de registro de nombres de equipo de Windows Collaboration,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (qWave-UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (qWave-UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (qWave-UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (qWave-UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (qWave-UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (qWave-UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,2177,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (SSDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (SSDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (TCP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Público,No,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,Cualquiera,Subred local,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (TCP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,Cualquiera,Subred local,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (TCP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio,No,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de HTTP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Público,No,Permitir,No,System,Cualquiera,Subred local,TCP,10243,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de HTTP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,10243,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de HTTP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,System,Cualquiera,Subred local,TCP,10243,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmplayer.exe,Cualquiera,Subred local,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Público,No,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmplayer.exe,Cualquiera,Subred local,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio,No,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmplayer.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio,No,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,Cualquiera,Subred local,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (UDP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Público,No,Permitir,No,%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,Cualquiera,Subred local,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (UPnP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Privado,Sí,Permitir,No,System,Cualquiera,Subred local,TCP,2869,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (UPnP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media,Dominio, Público,No,Permitir,No,System,Cualquiera,Subred local,TCP,2869,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Servicio de uso compartido de red del Reproductor de Windows Media (transmisión por secuencias de HTTP de entrada),Servicio de uso compartido de red del Reproductor de Windows Media (Internet),Dominio, Privado,No,Permitir,No,System,Cualquiera,Cualquiera,TCP,10245,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Servicio iSCSI (TCP de entrada),Servicio iSCSI,Privado, Público,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,
Servicio iSCSI (TCP de entrada),Servicio iSCSI,Dominio,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Adaptador de escucha Net.TCP de Windows Communication Foundation (TCP-In),Windows Communication Foundation,Todo,No,Permitir,No,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,Cualquiera,Cualquiera,TCP,808,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Windows Peer to Peer Collaboration Foundation (PNRP de entrada),Windows Peer to Peer Collaboration Foundation,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Cualquiera,UDP,3540,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Windows Peer to Peer Collaboration Foundation (SSDP de entrada),Windows Peer to Peer Collaboration Foundation,Todo,No,Permitir,No,%SystemRoot%\system32\svchost.exe,Cualquiera,Subred local,UDP,1900,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Windows Peer to Peer Collaboration Foundation (TCP de entrada),Windows Peer to Peer Collaboration Foundation,Todo,No,Permitir,No,%SystemRoot%\system32\p2phost.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
Windows Peer to Peer Collaboration Foundation (WSD de entrada),Windows Peer to Peer Collaboration Foundation,Todo,No,Permitir,No,%SystemRoot%\system32\p2phost.exe,Cualquiera,Subred local,UDP,3702,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
XSplit VCam,XSplit VCam,Privado,Sí,Permitir,No,C:\Program Files\XSplit\VCam\x64\XSplitVCam.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
XSplit VCam,XSplit VCam,Privado,Sí,Permitir,No,C:\Program Files\XSplit\VCam\x64\XSplitVCam.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
XSplit VCam,XSplit VCam,Público,Sí,Permitir,No,C:\Program Files\XSplit\VCam\x64\XSplitVCam.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
XSplit VCam,XSplit VCam,Público,Sí,Permitir,No,C:\Program Files\XSplit\VCam\x64\XSplitVCam.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
XSplit VCam,XSplit VCam,Dominio,Sí,Permitir,No,C:\Program Files\XSplit\VCam\x64\XSplitVCam.exe,Cualquiera,Cualquiera,TCP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
XSplit VCam,XSplit VCam,Dominio,Sí,Permitir,No,C:\Program Files\XSplit\VCam\x64\XSplitVCam.exe,Cualquiera,Cualquiera,UDP,Cualquiera,Cualquiera,Cualquiera,Cualquiera,,,,,,,,,,,,,,,,
